id,class_name,start_time,start_time_tag,duration_value,duration_tag,health_club_name,area,address,attendance_mode,sport_catalog,muscle_group,audience_type
c97,RORIDE,2022-10-17T18:00:00+02:00,Afternoon,45,Normal,Rocycle Amsterdam - Oost,Oost,Eerste Oosterparkstraat 92 1091HE Amsterdam,Offline,Cycling,Legs,Intermediate
c98,RORIDE,2022-10-17T18:00:00+02:00,Afternoon,45,Normal,Rocycle Amsterdam - De Pijp,Zuid,Ceintuurbaan 77 1072EW Amsterdam,Offline,Cycling,Legs,Intermediate
c99,RORIDE,2022-10-17T18:00:00+02:00,Afternoon,45,Normal,Rocycle Amsterdam - Zuidas,Zuid,Gustav Mahlerlaan 635 1082 MX Amsterdam,Offline,Cycling,Legs,Intermediate
c100,RORIDE,2022-10-17T18:00:00+02:00,Afternoon,45,Normal,Rocycle Amsterdam - City,Centrum,Nieuwe Passeerdersstraat 12 1016 XP Amsterdam,Offline,Cycling,Legs,Intermediate
c101,Kickboxing,2022-10-17T18:00:00+02:00,Afternoon,45,Normal,BodyBase Studios Amsterdam,Zuid,Ceintuurbaan 223 1074 CW Amsterdam,Offline,"Kickboxing, Other","Arms, Chest, Legs",Beginner
c102,Beginner,2022-10-17T18:00:00+02:00,Afternoon,50,Normal,Pilates 13 De Pijp,Zuid,Ceintuurbaan 197 1074 CV Amsterdam,Offline,Pilates,Full body,Beginner
c103,Barre + Beats,2022-10-17T18:00:00+02:00,Afternoon,60,Normal,Studio 191 West,West,Jan Hanzenstraat 54 1053 ST Amsterdam,Offline,"Barre, Dance, Hiit, Other, Pilates, Pre/post-natal, Yoga",Full body,Beginner
c104,IMPACT HIIT,2022-10-17T18:30:00+02:00,Afternoon,45,Normal,Fight District,Centrum,Danzigerbocht 45A 1013 AM Amsterdam,Offline,"Bbb, Boxing, Hiit, Kickboxing, Other","Arms, Chest, Legs",Intermediate
c105,Pilates All Levels ( English ),2022-10-17T18:30:00+02:00,Afternoon,60,Normal,Pilates Noord,Noord,Waddenweg 4 1025 PV Amsterdam,Offline,"Pilates, Pre/post-natal",Full body,Beginner
c106,Pilates,2022-10-17T18:30:00+02:00,Afternoon,60,Normal,You Can Yoga,Zuid,Aalsmeerweg 25 1059 AJ Amsterdam,Offline,Yoga,Full body,Beginner
c107,Pilates,2022-10-17T18:30:00+02:00,Afternoon,60,Normal,Studio 9 Pilates,Oost,Middenweg 67f 1098AE Amsterdam,Offline,Pilates,Full body,Beginner
c108,Reformer Pilates - Peach Perfect,2022-10-17T18:45:00+02:00,Afternoon,45,Normal,BodyBase Studios Amsterdam,Zuid,Ceintuurbaan 223 1074 CW Amsterdam,Offline,"Kickboxing, Other",Full body,Advanced
c109,Indoor Pilates Core Fit,2022-10-17T19:00:00+02:00,Evening,50,Normal,ImoveAmsterdam Boutique,West,Revaleiland 500 1014 ZG Amsterdam,Offline,"Barre, Pilates, Yoga",Full body,Beginner
c110,kracht,2022-10-17T19:00:00+02:00,Evening,60,Normal,De Gymzaal,West,Pieter van der Doesstraat 15C 1056 VB Amsterdam,Offline,"Hiit, Other",Full body,Intermediate
c111,Power - Full Body,2022-10-17T19:00:00+02:00,Evening,50,Normal,The Workout Studio - B,Zuid,Albert Cuypstraat 116B 1072 CZ Amsterdam,Offline,Bootcamp,Booty,Beginner
c112,Step fun (MID/ADVANCE),2022-10-17T19:00:00+02:00,Evening,60,Normal,Splash,Centrum,Lijnbaansgracht 241 1017 PH Amsterdam,Offline,"Bootcamp, Boxing, Cycling, Dance, Fitness, Other, Pilates, Yoga","Booty, Legs",Intermediate
c113,Massage Intense,2022-10-17T10:30:00+02:00,Morning,30,Short,Relax Lounge,Centrum,Kerkstraat 163 1017 GG Amsterdam,Offline,"Fitness, Mindfulness, Other, Wellness",Full body,Beginner
c114,Workout Of the Day,2022-10-17T08:30:00+02:00,Morning,60,Normal,Reebok CrossFit 020,Zuid-oost,Hoogoorddreef 3 1101 BA Amsterdam,Offline,Crossfit,Legs,Beginner
c115,'ABS'olutely Core,2022-10-11T17:30:00+02:00,Afternoon,30,Short,Kensho Premium Fitness,Centrum,Czaar Peterstraat 20 1018 PR Amsterdam,Offline,"Barre, Bbb, Body balance, Body shape, Cycling, Dance, Hiit, Kickboxing, Other, Pilates, Steps, Yin yoga, Yoga",Core,Intermediate
c116,Open Fitness,2022-10-17T10:00:00+02:00,Morning,60,Normal,Louiszoon Health Club Amsterdam,West,Eliza van Calcarstraat 2 1068 RR Amsterdam,Offline,"Bootcamp, Boxing, Cycling, Dance, Fitness, Pilates, Yoga","Booty, Legs",Beginner
c117,Massage Refresh,2022-10-13T20:45:00+02:00,Evening,30,Short,Relax Lounge,Centrum,Kerkstraat 163 1017 GG Amsterdam,Offline,"Fitness, Mindfulness, Other, Wellness",Full body,Beginner
c118,Fitness,2022-10-14T15:00:00+02:00,Afternoon,60,Normal,SQM Gym,Zuid,Veerstraat 73 1075SP Amsterdam,Offline,"Bbb, Boxing, Crossfit, Hiit, Kickboxing, Other",Full body,Beginner
c119,Detroit Flow,2022-10-13T19:30:00+02:00,Evening,60,Normal,Yoga Den,Zuid,Zeilstraat 34H 1075 SJ Amsterdam,Offline,Yoga,Full body,Beginner
c120,Functional Pilates,2022-10-14T09:15:00+02:00,Morning,45,Normal,AmstelGym (formerly: Trend Fitness),Oost,Amstelstroomlaan 2 1096 GL Amsterdam,Offline,"Hiit, Other, Pilates",Full body,Beginner
c121,Boxing - Bagtraining,2022-10-11T07:30:00+02:00,Morning,60,Normal,Eastbound Gym,Oost,Tweede van Swindenstraat 1 1093VE Amsterdam,Offline,"Bbb, Boxing, Kickboxing, Other, Yin yoga, Yoga","Arms, Chest, Legs",Beginner
c122,HIIT Circuit,2022-10-12T18:00:00+02:00,Afternoon,45,Normal,HIIT FIT West,West,Nieuwpoortkade 17 1055 RX Amsterdam,Offline,Hiit,"Arms, Chest, Legs",Intermediate
c123,Zaktraining,2022-10-14T09:00:00+02:00,Morning,55,Normal,Femme Gym,West,Vancouverstraat 6hs 1056 DV Amsterdam,Offline,"Barre, Bbb, Body shape, Bootcamp, Boxing, Cycling, Dance, Essentrics, Hiit, Kickboxing, Other, Pilates, Pre/post-natal, Steps, Yin yoga, Yoga",Legs,Beginner
c124,Spin & Pump,2022-10-15T11:00:00+02:00,Morning,60,Normal,Sportplaza Mercator Fitness,West,Jan van Galenstraat 315 1056 CB Amsterdam,Offline,"Fitness, Other",Full body,Beginner
c125,ZhemFit,2022-10-15T11:30:00+02:00,Morning,60,Normal,Zhembrovskyy de Pijp,Zuid,Van Woustraat 149Hs 1073RX Amsterdam,Offline,"Dance, Other",Full body,Beginner
c126,KROSSFIT WOD,2022-10-15T11:00:00+02:00,Morning,45,Normal,Underground Sportclub,Centrum,Nieuwe Kerkstraat 5k 1018DW Amsterdam,Offline,"Boxing, Crossfit, Hiit, Kickboxing","Arms, Chest, Legs",Intermediate
c127,Open Gym,2022-10-14T07:00:00+02:00,Morning,60,Normal,Gympact,West,Postjesweg 128G 1061AX Amsterdam,Offline,"Bbb, Bootcamp, Boxing, Fitness, Hiit, Other",Legs,Beginner
c128,Core Power,2022-10-13T07:00:00+02:00,Morning,60,Normal,Equal Yoga Rozengracht,Centrum,Rozengracht 191 1016 LZ Amsterdam,Offline,"Bbb, Hot yoga, Yoga",Full body,Beginner
c129,Padel baanverhuur,2022-10-17T12:00:00+02:00,Morning,60,Normal,Frans Otten Padel,Zuid,IJsbaanpad 43 1076 CV Amsterdam,Offline,Racket sports,Full body,Beginner
c130,BODYSHAPE,2022-10-17T09:00:00+02:00,Morning,60,Normal,Health Club Jordaan,Centrum,Eerste Rozendwarsstraat 10 1016 PC Amsterdam,Offline,"Dance, Other","Booty, Legs",Advanced
c131,Thaiboxing Technique Class,2022-10-17T19:30:00+02:00,Evening,60,Normal,Patricks Gym,West,August AllebÃ©plein 43  1062AB Amsterdam,Offline,"Boxing, Hiit, Kickboxing, Martial arts","Arms, Chest, Legs",Beginner
c132,Full Body HIIT,2022-10-12T17:00:00+02:00,Afternoon,45,Normal,Gym Royale,Noord,Klaprozenweg 42 1032 KL Amsterdam,Offline,"Hiit, Kickboxing, Martial arts, Other, Yoga","Arms, Chest, Legs",Intermediate
c133,Kickboksen - Zaktraining,2022-10-12T09:00:00+02:00,Morning,60,Normal,Het Gymlokaal West,West,Dr jan van breemenstraat 3 1056AB Amsterdam,Offline,"Barre, Boxing, Crossfit, Hiit, Kickboxing, Other, Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Intermediate
c134,Total Body Strength Workout,2022-10-17T08:00:00+02:00,Morning,45,Normal,Kensho Premium Fitness,Centrum,Czaar Peterstraat 20 1018 PR Amsterdam,Offline,"Barre, Bbb, Body balance, Body shape, Cycling, Dance, Hiit, Kickboxing, Other, Pilates, Steps, Yin yoga, Yoga","Booty, Core",Intermediate
c135,Vrij Padellen met 4 personen,2022-10-13T16:00:00+02:00,Afternoon,90,Long,Padel Dam,West,Tom Schreursweg 14 1067 MC Amsterdam,Offline,Racket sports,Full body,Beginner
c136,10 minute Tanning Session,2022-10-16T09:45:00+02:00,Morning,15,Short,Freezlab - Tanning,Zuid,Olympisch Stadion 36 1076 DE Amsterdam,Offline,Wellness,Full body,Beginner
c137,VeGym Training,2022-10-12T10:30:00+02:00,Morning,30,Short,Vondelgym Zuid - Fitness,Zuid,Eduard van Beinumstraat 110 1077 ZZ Amsterdam,Offline,"Bootcamp, Boxing, Crossfit, Fitness, Fun, Hiit, Kickboxing, Martial arts, Mindfulness, Other, Running",Full body,Beginner
c138,Prenatal + Postnatal Yoga / Pilates {all women welcome},2022-10-12T13:00:00+02:00,Afternoon,60,Normal,The Cosmos - de Pijp,Zuid,Lutmastraat 191B 1074 TV Amsterdam,Offline,"Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c139,Critical Alignment Yoga,2022-10-11T11:30:00+02:00,Morning,75,Long,Fresh Fitness,Zuid,Tolstraat 59 1073 RW Amsterdam,Offline,"Boxing, Cycling, Dance, Fitness, Hiit, Other, Pilates, Yoga",Full body,Beginner
c140,STRENGTH (PLYOMETRICS),2022-10-13T07:30:00+02:00,Morning,45,Normal,CITY ALPS,Oost,Polderweg 190 1093KP Amsterdam,Offline,"Cycling, Other","Booty, Legs",Beginner
c141,Vrije Fitness,2022-10-11T07:00:00+02:00,Morning,120,Long,Gym3,Other,Zetterij 3 1185 ZZ Amstelveen,Offline,"Bootcamp, Boxing, Fitness, Martial arts",Full body,Beginner
c142,Open Gym,2022-10-17T11:00:00+02:00,Morning,60,Normal,Vondelgym Zuid - Fitness,Zuid,Eduard van Beinumstraat 110 1077 ZZ Amsterdam,Offline,"Bootcamp, Boxing, Crossfit, Fitness, Fun, Hiit, Kickboxing, Martial arts, Mindfulness, Other, Running",Full body,Beginner
c143,BOOTY HIIT,2022-10-11T18:00:00+02:00,Afternoon,30,Short,Health Club Jordaan,Centrum,Eerste Rozendwarsstraat 10 1016 PC Amsterdam,Offline,"Dance, Other","Booty, Legs",Intermediate
c144,Vinyasa,2022-10-14T10:00:00+02:00,Morning,90,Long,Delight Yoga Amsterdam,Centrum,Weteringschans 53 1017 DG Amsterdam,Offline,Yoga,Full body,Beginner
c145,Freez Session,2022-10-13T11:15:00+02:00,Morning,15,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c146,Vinyasa flow 60min,2022-10-11T07:30:00+02:00,Morning,60,Normal,TULA Yoga,Centrum,Houtrijkstraat 38 1013 VD Amsterdam,Offline,Other,Full body,Beginner
c147,Freez Session,2022-10-17T19:00:00+02:00,Evening,15,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c148,Power Pilates_,2022-10-12T13:00:00+02:00,Afternoon,60,Normal,The Cosmos - West,West,Douwes Dekkerstraat 30 1053 SX Amsterdam,Offline,"Mindfulness, Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c149,Exotic Pole,2022-10-13T20:15:00+02:00,Evening,60,Normal,Pole Dance Factory Amsterdam - Noord,Noord,Digitaalstraat 12 1033 MR Amsterdam,Offline,Pole dance,Full body,Beginner
c150,Spinny Pole Essentials,2022-10-16T11:00:00+02:00,Morning,60,Normal,Pole Dance Factory Amsterdam - Oost,Oost,V6  1096 AN Amsterdam,Offline,"Aerial, Dance, Pole dance",Full body,Beginner
c151,HIT & Run - Basic,2022-10-11T08:00:00+02:00,Morning,50,Normal,The Workout Lab,Other,Baarsjesweg 289 1058 AG Amsterdam,Offline,"Bbb, Hiit","Booty, Core, Legs",Beginner
c152,Goddess Activation Dance,2022-10-13T18:30:00+02:00,Afternoon,75,Long,Studio 205,Noord,Zamenhofstraat 112suite 205 1022 AG Amsterdam,Offline,"Aerial, Dance, Other",Full body,Beginner
c153,Mobility & Bodyweight training - ZUU fitness,2022-10-12T20:30:00+02:00,Evening,45,Normal,The JYM Movement,Centrum,Haarlemmer Houttuinen 519 1013 GM Amsterdam,Offline,"Boxing, Hiit, Martial arts","Arms, Legs",Intermediate
c154,VeGym Training,2022-10-16T14:00:00+02:00,Afternoon,30,Short,Vondelgym Zuid - Fitness,Zuid,Eduard van Beinumstraat 110 1077 ZZ Amsterdam,Offline,"Bootcamp, Boxing, Crossfit, Fitness, Fun, Hiit, Kickboxing, Martial arts, Mindfulness, Other, Running",Full body,Beginner
c155,Workout of the Day,2022-10-12T07:00:00+02:00,Morning,60,Normal,CrossFit Vastberaden,Oost,Veemkade 1288 1019 CZ Amsterdam,Offline,Crossfit,Legs,Beginner
c156,RORIDE,2022-10-17T19:00:00+02:00,Evening,45,Normal,Rocycle Amsterdam - Oost,Oost,Eerste Oosterparkstraat 92 1091HE Amsterdam,Offline,Cycling,Legs,Intermediate
c157,HIIT outdoor,2022-10-12T09:30:00+02:00,Morning,60,Normal,Buenting Sport,Other,Acacialaan 18 1185 RE Amstelveen,Offline,"Bbb, Body shape, Bootcamp, Crossfit, Fitness, Hiit, Kickboxing, Martial arts, Other, Pilates, Yoga","Arms, Chest, Legs",Intermediate
c158,Total Body Strength Workout,2022-10-17T12:00:00+02:00,Morning,45,Normal,Kensho Premium Fitness,Centrum,Czaar Peterstraat 20 1018 PR Amsterdam,Offline,"Barre, Bbb, Body balance, Body shape, Cycling, Dance, Hiit, Kickboxing, Other, Pilates, Steps, Yin yoga, Yoga","Booty, Core",Intermediate
c159,CIRCUIT TRAINING,2022-10-17T07:00:00+02:00,Morning,45,Normal,Gym Forty Five Amsterdam,West,maassluisstraat 101 1062GA Amsterdam,Offline,"Bbb, Other",Legs,Beginner
c160,Crystal massage & Relax Yoga,2022-10-17T20:30:00+02:00,Evening,60,Normal,Yuyoga & Lifestyle,Oost,Weesperzijde 79A 1091 EJ Amsterdam,Offline,Yoga,Full body,Beginner
c161,AerialYoga Slow Flow,2022-10-12T21:00:00+02:00,Evening,60,Normal,Rasalila,West,Tweede Kostverlorenkade 67 1053 SB Amsterdam,Offline,"Aerial, Dance, Pole dance, Yoga",Full body,Beginner
c162,W.O.D.,2022-10-13T18:00:00+02:00,Afternoon,50,Normal,The Workout Studio - B,Zuid,Albert Cuypstraat 116B 1072 CZ Amsterdam,Offline,Bootcamp,Full body,Intermediate
c163,EMS Training,2022-10-13T11:30:00+02:00,Morning,30,Short,EMS Health Studio - EMS training,West,Langsom 28 1066 EW Amsterdam,Offline,Other,"Core, Legs",Beginner
c164,P13 Reformer,2022-10-12T18:00:00+02:00,Afternoon,50,Normal,Pilates 13 De Pijp,Zuid,Ceintuurbaan 197 1074 CV Amsterdam,Offline,Pilates,Full body,Beginner
c165,Open Gym,2022-10-13T09:00:00+02:00,Morning,60,Normal,Smart Fit,Oost,Molukkenstraat 200 1098 TW Amsterdam,Offline,"Fitness, Fun",Legs,Beginner
c166,'ABS'olutely Core,2022-10-13T09:00:00+02:00,Morning,30,Short,Kensho Premium Fitness,Centrum,Czaar Peterstraat 20 1018 PR Amsterdam,Offline,"Barre, Bbb, Body balance, Body shape, Cycling, Dance, Hiit, Kickboxing, Other, Pilates, Steps, Yin yoga, Yoga",Core,Intermediate
c167,BAG BOXING BEGINNERS,2022-10-15T10:00:00+02:00,Morning,60,Normal,Underground Sportclub,Centrum,Nieuwe Kerkstraat 5k 1018DW Amsterdam,Offline,"Boxing, Crossfit, Hiit, Kickboxing","Arms, Chest, Legs",Intermediate
c168,Vrij trainen,2022-10-13T07:00:00+02:00,Morning,60,Normal,Finally Fit,Oost,Oosterparkstraat 85 1091HZ Amsterdam,Offline,"Bbb, Boxing, Crossfit, Hiit, Kickboxing, Other, Yoga",Full body,Beginner
c169,StepShape,2022-10-16T11:00:00+02:00,Morning,60,Normal,Only4Ladies,Oost,Tweede Oosterparkstraat 79A 1091 HX Amsterdam,Offline,"Bbb, Body shape, Bootcamp, Boxing, Other, Pilates, Steps, Yoga","Booty, Core, Legs",Beginner
c170,Zaktraining,2022-10-15T11:00:00+02:00,Morning,60,Normal,Empowergym,West,Marcantilaan 397 1051 MJ Amsterdam,Offline,"Kickboxing, Other",Full body,Beginner
c171,Power - Full Body,2022-10-11T07:00:00+02:00,Morning,50,Normal,The Workout Studio - B,Zuid,Albert Cuypstraat 116B 1072 CZ Amsterdam,Offline,Bootcamp,Booty,Beginner
c172,Massage Intense,2022-10-15T14:00:00+02:00,Afternoon,30,Short,Relax Lounge,Centrum,Kerkstraat 163 1017 GG Amsterdam,Offline,"Fitness, Mindfulness, Other, Wellness",Full body,Beginner
c173,Latin Commercial (Open Level),2022-10-13T19:30:00+02:00,Evening,75,Long,ChassÃ© Dance Studios,West,ChassÃ©straat 64  1057 JJ Amsterdam,Offline,Dance,Full body,Beginner
c174,Squash baan,2022-10-14T17:00:00+02:00,Afternoon,60,Normal,Hotel & Wellness Zuiver Squash,Zuid,Koenenkade 8 1081 KH Amsterdam,Offline,"Fitness, Fun, Other, Racket sports",Arms,Beginner
c175,Circuit (Full-Body),2022-10-14T07:00:00+02:00,Morning,45,Normal,The Body Studio Zuid,Other,Heemstedestraat 12 1058NM Amsterdam,Offline,"Bbb, Body shape, Hiit, Running",Core,Beginner
c176,Skill Workout,2022-10-13T06:15:00+02:00,Morning,45,Normal,Clubsportive,Zuid,Gustav Mahlerlaan 24 1082 MC Amsterdam,Offline,"Bbb, Body shape, Boxing, Cycling, Fitness, Hiit, Hot yoga, Other, Pilates, Yin yoga, Yoga","Booty, Core, Legs",Beginner
c177,Strong Flow in English,2022-10-12T19:00:00+02:00,Evening,75,Long,Yogaschool Noord,Noord,Nachtegaalstraat 157Zonzaal 1021 EZ Amsterdam,Offline,"Mindfulness, Pilates, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c178,Traditional Hatha,2022-10-14T12:00:00+02:00,Morning,90,Long,Karunika Spiritual Center,Zuid,Meerhuizenplein 11 1078 TB Amsterdam,Offline,"Mindfulness, Pre/post-natal, Yin yoga, Yoga",Full body,Beginner
c179,Vinyasa,2022-10-17T07:30:00+02:00,Morning,60,Normal,YogaZentrum Nada,West,Zuidermolenweg 7 1069 CE Amsterdam,Offline,"Pilates, Yin yoga, Yoga",Full body,Beginner
c180,Weerbaarheidstraining,2022-10-15T10:15:00+02:00,Morning,60,Normal,CPS Workout (Cardio Power Souplesse),West,Confuciusplein 1 1064 LG Amsterdam,Offline,"Bootcamp, Boxing, Fitness, Martial arts",Full body,Beginner
c181,RORIDE,2022-10-11T09:00:00+02:00,Morning,45,Normal,Rocycle Amsterdam - Zuidas,Zuid,Gustav Mahlerlaan 635 1082 MX Amsterdam,Offline,Cycling,Legs,Intermediate
c182,Easy Fit,2022-10-12T09:00:00+02:00,Morning,60,Normal,Louiszoon Health Club Amsterdam,West,Eliza van Calcarstraat 2 1068 RR Amsterdam,Offline,"Bootcamp, Boxing, Cycling, Dance, Fitness, Pilates, Yoga","Booty, Legs",Beginner
c183,Banen zwemmen,2022-10-12T13:00:23+02:00,Afternoon,60,Normal,Zuiderbad,Zuid,Hobbemastraat 26 1071 ZC Amsterdam,Offline,Swimming,Full body,Beginner
c184,YIN YOGA,2022-10-13T08:30:00+02:00,Morning,60,Normal,Health Club Jordaan,Centrum,Eerste Rozendwarsstraat 10 1016 PC Amsterdam,Offline,"Dance, Other","Booty, Legs",Beginner
c185,Freez Session,2022-10-13T10:00:00+02:00,Morning,10,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c186,10 minute Tanning Session,2022-10-17T08:30:00+02:00,Morning,15,Short,Freezlab - Tanning,Zuid,Olympisch Stadion 36 1076 DE Amsterdam,Offline,Wellness,Full body,Beginner
c187,Freez Session,2022-10-16T11:30:00+02:00,Morning,10,Short,Freezlab whole body cryo,Zuid,Olympisch stadion 36 1076 DE Amsterdam,Offline,Other,Full body,Beginner
c188,Iyengar Yoga,2022-10-17T11:00:00+02:00,Morning,75,Long,Fresh Fitness,Zuid,Tolstraat 59 1073 RW Amsterdam,Offline,"Boxing, Cycling, Dance, Fitness, Hiit, Other, Pilates, Yoga",Full body,Beginner
c189,HIIT Circuit,2022-10-11T19:00:00+02:00,Evening,45,Normal,HIIT FIT West,West,Nieuwpoortkade 17 1055 RX Amsterdam,Offline,Hiit,"Arms, Chest, Legs",Intermediate
c190,HOT C,2022-10-16T09:00:00+02:00,Morning,60,Normal,Movements Yoga,West,Overtoom 230 1054HZ Amsterdam,Offline,"Hot yoga, Mindfulness, Pilates",Full body,Beginner
c191,Indoor Barre Express,2022-10-14T12:00:00+02:00,Morning,45,Normal,ImoveAmsterdam Boutique,West,Revaleiland 500 1014 ZG Amsterdam,Offline,"Barre, Pilates, Yoga",Full body,Beginner
c192,Total Body Strength Workout,2022-10-16T16:15:00+02:00,Afternoon,45,Normal,Kensho Premium Fitness,Centrum,Czaar Peterstraat 20 1018 PR Amsterdam,Offline,"Barre, Bbb, Body balance, Body shape, Cycling, Dance, Hiit, Kickboxing, Other, Pilates, Steps, Yin yoga, Yoga","Booty, Core",Intermediate
c193,HOT C 90,2022-10-11T11:00:00+02:00,Morning,90,Long,Movements Yoga,West,Overtoom 230 1054HZ Amsterdam,Offline,"Hot yoga, Mindfulness, Pilates",Full body,Beginner
c194,Open Gym,2022-10-11T16:00:00+02:00,Afternoon,60,Normal,Smart Fit,Oost,Molukkenstraat 200 1098 TW Amsterdam,Offline,"Fitness, Fun",Legs,Beginner
c195,Core Flow,2022-10-14T08:30:00+02:00,Morning,60,Normal,Equal Yoga Hoofdweg,West,Hoofdweg 122 1057DA Amsterdam,Offline,"Hot yoga, Yin yoga",Full body,Beginner
c196,RORIDE,2022-10-14T10:00:00+02:00,Morning,45,Normal,Rocycle Amsterdam - City,Centrum,Nieuwe Passeerdersstraat 12 1016 XP Amsterdam,Offline,Cycling,Legs,Intermediate
